Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_0_112,VGND,li1,70.1500,11.1710,0.000112
TAP_TAPCELL_ROW_0_111,VGND,li1,57.2700,11.1710,0.000090
TAP_TAPCELL_ROW_0_110,VGND,li1,44.3900,11.1710,0.000069
TAP_TAPCELL_ROW_0_109,VGND,li1,31.5100,11.1710,0.000042
TAP_TAPCELL_ROW_0_108,VGND,li1,18.6300,11.1710,0.000029
PHY_EDGE_ROW_53_Left_107,VGND,li1,6.2100,157.7600,0.000234
PHY_EDGE_ROW_52_Left_106,VGND,li1,6.2100,152.3200,0.000035
PHY_EDGE_ROW_51_Left_105,VGND,li1,6.2100,152.3200,0.000035
PHY_EDGE_ROW_50_Left_104,VGND,li1,6.2100,146.8800,0.000032
PHY_EDGE_ROW_49_Left_103,VGND,li1,6.2100,146.8800,0.000032
PHY_EDGE_ROW_48_Left_102,VGND,li1,6.2100,141.4400,0.000034
PHY_EDGE_ROW_47_Left_101,VGND,li1,6.2100,141.4400,0.000034
PHY_EDGE_ROW_46_Left_100,VGND,li1,6.2100,136.0000,0.000117
PHY_EDGE_ROW_45_Left_99,VGND,li1,6.2100,136.0000,0.000117
PHY_EDGE_ROW_44_Left_98,VGND,li1,6.2100,130.5600,0.000046
PHY_EDGE_ROW_43_Left_97,VGND,li1,6.2100,130.5600,0.000046
PHY_EDGE_ROW_42_Left_96,VGND,li1,6.2100,125.1200,0.000046
PHY_EDGE_ROW_41_Left_95,VGND,li1,6.2100,125.1200,0.000046
PHY_EDGE_ROW_40_Left_94,VGND,li1,6.2100,119.6800,0.000033
PHY_EDGE_ROW_39_Left_93,VGND,li1,6.2100,119.6800,0.000033
PHY_EDGE_ROW_38_Left_92,VGND,li1,6.2100,114.2400,0.000027
PHY_EDGE_ROW_37_Left_91,VGND,li1,6.2100,114.2400,0.000027
PHY_EDGE_ROW_36_Left_90,VGND,li1,6.2100,108.8000,0.000055
PHY_EDGE_ROW_35_Left_89,VGND,li1,6.2100,108.8000,0.000055
PHY_EDGE_ROW_34_Left_88,VGND,li1,6.2100,103.3600,0.000036
PHY_EDGE_ROW_33_Left_87,VGND,li1,6.2100,103.3600,0.000036
PHY_EDGE_ROW_32_Left_86,VGND,li1,6.2100,97.9200,0.000030
PHY_EDGE_ROW_31_Left_85,VGND,li1,6.2100,97.9200,0.000030
PHY_EDGE_ROW_30_Left_84,VGND,li1,6.2100,92.4800,0.000035
PHY_EDGE_ROW_29_Left_83,VGND,li1,6.2100,92.4800,0.000035
PHY_EDGE_ROW_28_Left_82,VGND,li1,6.2100,87.0400,0.000054
PHY_EDGE_ROW_27_Left_81,VGND,li1,6.2100,87.0400,0.000054
PHY_EDGE_ROW_26_Left_80,VGND,li1,6.2100,81.6000,0.000039
PHY_EDGE_ROW_25_Left_79,VGND,li1,6.2100,81.6000,0.000039
PHY_EDGE_ROW_24_Left_78,VGND,li1,6.2100,76.1600,0.000038
PHY_EDGE_ROW_23_Left_77,VGND,li1,6.2100,76.1600,0.000038
PHY_EDGE_ROW_22_Left_76,VGND,li1,6.2100,70.7200,0.000056
PHY_EDGE_ROW_21_Left_75,VGND,li1,6.2100,70.7200,0.000056
PHY_EDGE_ROW_20_Left_74,VGND,li1,6.2100,65.2800,0.000050
PHY_EDGE_ROW_19_Left_73,VGND,li1,6.2100,65.2800,0.000050
PHY_EDGE_ROW_18_Left_72,VGND,li1,6.2100,59.8400,0.000051
PHY_EDGE_ROW_17_Left_71,VGND,li1,6.2100,59.8400,0.000051
PHY_EDGE_ROW_16_Left_70,VGND,li1,6.2100,54.4000,0.000034
PHY_EDGE_ROW_15_Left_69,VGND,li1,6.2100,54.4000,0.000034
PHY_EDGE_ROW_14_Left_68,VGND,li1,6.2100,48.9600,0.000033
PHY_EDGE_ROW_13_Left_67,VGND,li1,6.2100,48.9600,0.000033
PHY_EDGE_ROW_12_Left_66,VGND,li1,6.2100,43.5200,0.000028
PHY_EDGE_ROW_11_Left_65,VGND,li1,6.2100,43.5200,0.000028
PHY_EDGE_ROW_10_Left_64,VGND,li1,6.2100,38.0800,0.000022
PHY_EDGE_ROW_9_Left_63,VGND,li1,6.2100,38.0800,0.000022
PHY_EDGE_ROW_8_Left_62,VGND,li1,6.2100,32.6400,0.000027
PHY_EDGE_ROW_7_Left_61,VGND,li1,6.2100,32.6400,0.000027
PHY_EDGE_ROW_6_Left_60,VGND,li1,6.2100,27.2000,0.000017
PHY_EDGE_ROW_5_Left_59,VGND,li1,6.2100,27.2000,0.000017
PHY_EDGE_ROW_4_Left_58,VGND,li1,6.2100,21.7600,0.000012
PHY_EDGE_ROW_3_Left_57,VGND,li1,6.2100,21.7600,0.000012
PHY_EDGE_ROW_2_Left_56,VGND,li1,6.2100,16.3200,0.000012
PHY_EDGE_ROW_1_Left_55,VGND,li1,6.2100,16.3200,0.000012
PHY_EDGE_ROW_0_Left_54,VGND,li1,6.2100,10.8800,0.000031
PHY_EDGE_ROW_53_Right_53,VGND,li1,154.3300,157.7600,0.000353
PHY_EDGE_ROW_52_Right_52,VGND,li1,154.3300,152.3200,0.000270
PHY_EDGE_ROW_51_Right_51,VGND,li1,154.3300,152.3200,0.000270
PHY_EDGE_ROW_50_Right_50,VGND,li1,154.3300,146.8800,0.000247
PHY_EDGE_ROW_49_Right_49,VGND,li1,154.3300,146.8800,0.000247
PHY_EDGE_ROW_48_Right_48,VGND,li1,154.3300,141.4400,0.000231
PHY_EDGE_ROW_47_Right_47,VGND,li1,154.3300,141.4400,0.000231
PHY_EDGE_ROW_46_Right_46,VGND,li1,154.3300,136.0000,0.001300
PHY_EDGE_ROW_45_Right_45,VGND,li1,154.3300,136.0000,0.001300
PHY_EDGE_ROW_44_Right_44,VGND,li1,154.3300,130.5600,0.000426
PHY_EDGE_ROW_43_Right_43,VGND,li1,154.3300,130.5600,0.000426
PHY_EDGE_ROW_42_Right_42,VGND,li1,154.3300,125.1200,0.000434
PHY_EDGE_ROW_41_Right_41,VGND,li1,154.3300,125.1200,0.000434
PHY_EDGE_ROW_40_Right_40,VGND,li1,154.3300,119.6800,0.000256
PHY_EDGE_ROW_39_Right_39,VGND,li1,154.3300,119.6800,0.000256
PHY_EDGE_ROW_38_Right_38,VGND,li1,154.3300,114.2400,0.000209
PHY_EDGE_ROW_37_Right_37,VGND,li1,154.3300,114.2400,0.000209
PHY_EDGE_ROW_36_Right_36,VGND,li1,154.3300,108.8000,0.000464
PHY_EDGE_ROW_35_Right_35,VGND,li1,154.3300,108.8000,0.000464
PHY_EDGE_ROW_34_Right_34,VGND,li1,154.3300,103.3600,0.000378
PHY_EDGE_ROW_33_Right_33,VGND,li1,154.3300,103.3600,0.000378
PHY_EDGE_ROW_32_Right_32,VGND,li1,154.3300,97.9200,0.000218
PHY_EDGE_ROW_31_Right_31,VGND,li1,154.3300,97.9200,0.000218
PHY_EDGE_ROW_30_Right_30,VGND,li1,154.3300,92.4800,0.000268
PHY_EDGE_ROW_29_Right_29,VGND,li1,154.3300,92.4800,0.000268
PHY_EDGE_ROW_28_Right_28,VGND,li1,154.3300,87.0400,0.000514
PHY_EDGE_ROW_27_Right_27,VGND,li1,154.3300,87.0400,0.000514
PHY_EDGE_ROW_26_Right_26,VGND,li1,154.3300,81.6000,0.000292
PHY_EDGE_ROW_25_Right_25,VGND,li1,154.3300,81.6000,0.000292
PHY_EDGE_ROW_24_Right_24,VGND,li1,154.3300,76.1600,0.000274
PHY_EDGE_ROW_23_Right_23,VGND,li1,154.3300,76.1600,0.000274
PHY_EDGE_ROW_22_Right_22,VGND,li1,154.3300,70.7200,0.000494
PHY_EDGE_ROW_21_Right_21,VGND,li1,154.3300,70.7200,0.000494
PHY_EDGE_ROW_20_Right_20,VGND,li1,154.3300,65.2800,0.000338
PHY_EDGE_ROW_19_Right_19,VGND,li1,154.3300,65.2800,0.000338
PHY_EDGE_ROW_18_Right_18,VGND,li1,154.3300,59.8400,0.000404
PHY_EDGE_ROW_17_Right_17,VGND,li1,154.3300,59.8400,0.000404
PHY_EDGE_ROW_16_Right_16,VGND,li1,154.3300,54.4000,0.000276
PHY_EDGE_ROW_15_Right_15,VGND,li1,154.3300,54.4000,0.000276
PHY_EDGE_ROW_14_Right_14,VGND,li1,154.3300,48.9600,0.000285
PHY_EDGE_ROW_13_Right_13,VGND,li1,154.3300,48.9600,0.000285
PHY_EDGE_ROW_12_Right_12,VGND,li1,154.3300,43.5200,0.000244
PHY_EDGE_ROW_11_Right_11,VGND,li1,154.3300,43.5200,0.000244
PHY_EDGE_ROW_10_Right_10,VGND,li1,154.3300,38.0800,0.000168
PHY_EDGE_ROW_9_Right_9,VGND,li1,154.3300,38.0800,0.000168
PHY_EDGE_ROW_8_Right_8,VGND,li1,154.3300,32.6400,0.000243
PHY_EDGE_ROW_7_Right_7,VGND,li1,154.3300,32.6400,0.000243
PHY_EDGE_ROW_6_Right_6,VGND,li1,154.3300,27.2000,0.000114
PHY_EDGE_ROW_5_Right_5,VGND,li1,154.3300,27.2000,0.000114
PHY_EDGE_ROW_4_Right_4,VGND,li1,154.3300,21.7600,0.000112
PHY_EDGE_ROW_3_Right_3,VGND,li1,154.3300,21.7600,0.000112
PHY_EDGE_ROW_2_Right_2,VGND,li1,154.3300,16.3200,0.000080
PHY_EDGE_ROW_1_Right_1,VGND,li1,154.3300,16.3200,0.000080
PHY_EDGE_ROW_0_Right_0,VGND,li1,154.3300,10.8800,0.000180
_2068_,VGND,li1,148.3500,136.0000,0.001299
_2067_,VGND,li1,118.4500,119.6800,0.000228
_2066_,VGND,li1,119.3700,114.2400,0.000191
_2065_,VGND,li1,116.1500,114.2400,0.000188
_2064_,VGND,li1,149.9600,114.2400,0.000209
_2063_,VGND,li1,150.4200,114.2400,0.000209
_2062_,VGND,li1,149.2700,119.6800,0.000256
_2061_,VGND,li1,142.6000,92.4800,0.000263
_2060_,VGND,li1,151.5700,81.6000,0.000292
_2059_,VGND,li1,151.3400,65.2800,0.000338
_2058_,VGND,li1,149.7300,54.4000,0.000276
_2057_,VGND,li1,151.3400,38.0800,0.000168
_2056_,VGND,li1,148.8100,38.0800,0.000168
_2055_,VGND,li1,139.1500,136.0000,0.001286
_2054_,VGND,li1,142.3700,136.0000,0.001297
_2053_,VGND,li1,139.1500,130.5600,0.000421
_2052_,VGND,li1,145.5900,125.1200,0.000431
_2051_,VGND,li1,146.9700,108.8000,0.000462
_2050_,VGND,li1,143.7500,103.3600,0.000376
_2049_,VGND,li1,145.5900,87.0400,0.000509
_2048_,VGND,li1,146.5100,87.0400,0.000512
_2047_,VGND,li1,145.5900,70.7200,0.000492
_2046_,VGND,li1,145.1300,70.7200,0.000492
_2045_,VGND,li1,144.6700,59.8400,0.000401
_2044_,VGND,li1,144.2100,54.4000,0.000273
_2043_,VGND,li1,143.7500,48.9600,0.000283
_2042_,VGND,li1,142.8300,43.5200,0.000240
_2041_,VGND,li1,145.8200,43.5200,0.000242
_2040_,VGND,li1,151.1100,43.5200,0.000243
_2039_,VGND,li1,144.6700,32.6400,0.000239
_2038_,VGND,li1,141.4500,38.0800,0.000167
_2037_,VGND,li1,144.2100,32.6400,0.000239
_2036_,VGND,li1,147.2000,48.9600,0.000284
_2035_,VGND,li1,151.5700,48.9600,0.000285
_2034_,VGND,li1,149.7300,54.4000,0.000276
_2033_,VGND,li1,149.7300,59.8400,0.000403
_2032_,VGND,li1,149.0400,65.2800,0.000337
_2031_,VGND,li1,142.3700,70.7200,0.000486
_2030_,VGND,li1,149.7300,76.1600,0.000273
_2029_,VGND,li1,143.9800,87.0400,0.000509
_2028_,VGND,li1,148.8100,87.0400,0.000513
_2027_,VGND,li1,149.7300,97.9200,0.000218
_2026_,VGND,li1,150.1900,97.9200,0.000218
_2025_,VGND,li1,150.6500,108.8000,0.000464
_2024_,VGND,li1,152.9500,125.1200,0.000434
_2023_,VGND,li1,149.5000,125.1200,0.000433
_2022_,VGND,li1,146.5100,119.6800,0.000254
_2021_,VGND,li1,141.4500,125.1200,0.000423
_2020_,VGND,li1,144.6700,130.5600,0.000423
_2019_,VGND,li1,137.7700,136.0000,0.001286
_2018_,VGND,li1,152.9500,114.2400,0.000209
_2017_,VGND,li1,125.1200,108.8000,0.000414
_2016_,VGND,li1,120.5200,92.4800,0.000243
_2015_,VGND,li1,123.5100,92.4800,0.000246
_2014_,VGND,li1,118.4500,92.4800,0.000241
_2013_,VGND,li1,119.6000,87.0400,0.000440
_2012_,VGND,li1,122.5900,92.4800,0.000246
_2011_,VGND,li1,122.5900,87.0400,0.000446
_2010_,VGND,li1,102.1200,103.3600,0.000278
_2009_,VGND,li1,94.0700,103.3600,0.000262
_2008_,VGND,li1,104.6500,103.3600,0.000287
_2007_,VGND,li1,105.1100,130.5600,0.000343
_2006_,VGND,li1,106.4900,108.8000,0.000361
_2005_,VGND,li1,126.7300,125.1200,0.000389
_2004_,VGND,li1,120.0600,108.8000,0.000397
_2003_,VGND,li1,118.4500,108.8000,0.000397
_2002_,VGND,li1,122.5900,114.2400,0.000193
_2001_,VGND,li1,116.6100,108.8000,0.000392
_2000_,VGND,li1,118.2200,103.3600,0.000319
_1999_,VGND,li1,119.8300,97.9200,0.000203
_1998_,VGND,li1,122.5900,97.9200,0.000205
_1997_,VGND,li1,127.1900,114.2400,0.000197
_1996_,VGND,li1,130.8700,108.8000,0.000427
_1995_,VGND,li1,127.4200,103.3600,0.000342
_1994_,VGND,li1,106.2600,108.8000,0.000361
_1993_,VGND,li1,106.0300,114.2400,0.000179
_1992_,VGND,li1,111.5500,114.2400,0.000184
_1991_,VGND,li1,115.2300,114.2400,0.000188
_1990_,VGND,li1,110.4000,97.9200,0.000193
_1989_,VGND,li1,81.4200,97.9200,0.000157
_1988_,VGND,li1,123.5100,81.6000,0.000275
_1987_,VGND,li1,121.6700,81.6000,0.000272
_1986_,VGND,li1,120.0600,81.6000,0.000272
_1985_,VGND,li1,118.6800,76.1600,0.000255
_1984_,VGND,li1,125.3500,81.6000,0.000277
_1983_,VGND,li1,123.0500,76.1600,0.000259
_1982_,VGND,li1,124.8900,76.1600,0.000260
_1981_,VGND,li1,130.1800,108.8000,0.000427
_1980_,VGND,li1,125.3500,114.2400,0.000195
_1979_,VGND,li1,127.6500,119.6800,0.000237
_1978_,VGND,li1,128.1100,114.2400,0.000197
_1977_,VGND,li1,126.0400,119.6800,0.000234
_1976_,VGND,li1,126.5000,87.0400,0.000460
_1975_,VGND,li1,123.9700,87.0400,0.000453
_1974_,VGND,li1,132.9400,119.6800,0.000242
_1973_,VGND,li1,143.2900,125.1200,0.000427
_1972_,VGND,li1,143.0600,114.2400,0.000207
_1971_,VGND,li1,97.0600,114.2400,0.000168
_1970_,VGND,li1,99.5900,119.6800,0.000203
_1969_,VGND,li1,103.9600,125.1200,0.000328
_1968_,VGND,li1,100.5100,125.1200,0.000321
_1967_,VGND,li1,123.5100,130.5600,0.000390
_1966_,VGND,li1,129.0300,130.5600,0.000399
_1965_,VGND,li1,139.1500,92.4800,0.000262
_1964_,VGND,li1,132.0200,92.4800,0.000255
_1963_,VGND,li1,135.2400,87.0400,0.000485
_1962_,VGND,li1,138.0000,87.0400,0.000491
_1961_,VGND,li1,140.0700,87.0400,0.000498
_1960_,VGND,li1,131.1000,87.0400,0.000473
_1959_,VGND,li1,142.6000,114.2400,0.000206
_1958_,VGND,li1,138.6900,92.4800,0.000262
_1957_,VGND,li1,136.3900,119.6800,0.000245
_1956_,VGND,li1,135.9300,119.6800,0.000245
_1955_,VGND,li1,138.6900,119.6800,0.000248
_1954_,VGND,li1,134.0900,119.6800,0.000242
_1953_,VGND,li1,134.7800,114.2400,0.000201
_1952_,VGND,li1,136.3900,97.9200,0.000214
_1951_,VGND,li1,140.9900,92.4800,0.000263
_1950_,VGND,li1,136.6200,108.8000,0.000440
_1949_,VGND,li1,143.2900,108.8000,0.000455
_1948_,VGND,li1,110.4000,114.2400,0.000184
_1947_,VGND,li1,77.2800,114.2400,0.000139
_1946_,VGND,li1,111.3200,119.6800,0.000220
_1945_,VGND,li1,111.0900,125.1200,0.000350
_1944_,VGND,li1,115.6900,125.1200,0.000362
_1943_,VGND,li1,130.4100,125.1200,0.000398
_1942_,VGND,li1,142.8300,97.9200,0.000217
_1941_,VGND,li1,129.2600,97.9200,0.000210
_1940_,VGND,li1,129.9500,97.9200,0.000210
_1939_,VGND,li1,129.2600,103.3600,0.000346
_1938_,VGND,li1,130.8700,103.3600,0.000346
_1937_,VGND,li1,126.0400,97.9200,0.000208
_1936_,VGND,li1,133.1700,97.9200,0.000212
_1935_,VGND,li1,142.3700,108.8000,0.000451
_1934_,VGND,li1,139.8400,103.3600,0.000368
_1933_,VGND,li1,139.1500,108.8000,0.000446
_1932_,VGND,li1,138.6900,108.8000,0.000446
_1931_,VGND,li1,133.1700,108.8000,0.000434
_1930_,VGND,li1,136.8500,103.3600,0.000362
_1929_,VGND,li1,136.1600,108.8000,0.000440
_1928_,VGND,li1,136.8500,103.3600,0.000362
_1927_,VGND,li1,138.2300,97.9200,0.000215
_1926_,VGND,li1,140.3000,76.1600,0.000269
_1925_,VGND,li1,144.6700,130.5600,0.000423
_1924_,VGND,li1,139.1500,125.1200,0.000416
_1923_,VGND,li1,137.5400,81.6000,0.000287
_1922_,VGND,li1,103.2700,119.6800,0.000208
_1921_,VGND,li1,78.8900,119.6800,0.000168
_1920_,VGND,li1,103.0400,125.1200,0.000328
_1919_,VGND,li1,106.4900,136.0000,0.000997
_1918_,VGND,li1,123.9700,130.5600,0.000390
_1917_,VGND,li1,129.0300,136.0000,0.001208
_1916_,VGND,li1,131.7900,81.6000,0.000282
_1915_,VGND,li1,130.6400,81.6000,0.000282
_1914_,VGND,li1,128.3400,81.6000,0.000280
_1913_,VGND,li1,130.6400,76.1600,0.000264
_1912_,VGND,li1,133.1700,81.6000,0.000284
_1911_,VGND,li1,133.6300,76.1600,0.000266
_1910_,VGND,li1,142.8300,81.6000,0.000289
_1909_,VGND,li1,138.9200,81.6000,0.000287
_1908_,VGND,li1,145.5900,76.1600,0.000271
_1907_,VGND,li1,139.3800,70.7200,0.000478
_1906_,VGND,li1,133.8600,70.7200,0.000464
_1905_,VGND,li1,136.3900,70.7200,0.000473
_1904_,VGND,li1,136.3900,70.7200,0.000473
_1903_,VGND,li1,138.6900,70.7200,0.000478
_1902_,VGND,li1,138.4600,65.2800,0.000331
_1901_,VGND,li1,117.9900,70.7200,0.000430
_1900_,VGND,li1,114.0800,70.7200,0.000418
_1899_,VGND,li1,77.7400,81.6000,0.000196
_1898_,VGND,li1,79.8100,87.0400,0.000306
_1897_,VGND,li1,80.2700,81.6000,0.000202
_1896_,VGND,li1,76.3600,87.0400,0.000297
_1895_,VGND,li1,105.1100,114.2400,0.000179
_1894_,VGND,li1,119.8300,125.1200,0.000368
_1893_,VGND,li1,123.9700,125.1200,0.000382
_1892_,VGND,li1,123.2800,70.7200,0.000443
_1891_,VGND,li1,123.5100,70.7200,0.000443
_1890_,VGND,li1,126.7300,70.7200,0.000448
_1889_,VGND,li1,128.8000,70.7200,0.000453
_1888_,VGND,li1,125.3500,70.7200,0.000448
_1887_,VGND,li1,127.4200,70.7200,0.000453
_1886_,VGND,li1,130.4100,70.7200,0.000460
_1885_,VGND,li1,132.2500,70.7200,0.000464
_1884_,VGND,li1,129.4900,65.2800,0.000322
_1883_,VGND,li1,130.6400,59.8400,0.000383
_1882_,VGND,li1,143.7500,65.2800,0.000335
_1881_,VGND,li1,137.0800,59.8400,0.000390
_1880_,VGND,li1,132.4800,65.2800,0.000326
_1879_,VGND,li1,134.5500,59.8400,0.000386
_1878_,VGND,li1,126.5000,59.8400,0.000377
_1877_,VGND,li1,128.5700,59.8400,0.000380
_1876_,VGND,li1,134.3200,54.4000,0.000260
_1875_,VGND,li1,146.9700,125.1200,0.000431
_1874_,VGND,li1,117.9900,70.7200,0.000430
_1873_,VGND,li1,125.1200,59.8400,0.000374
_1872_,VGND,li1,97.5200,76.1600,0.000234
_1871_,VGND,li1,97.7500,108.8000,0.000336
_1870_,VGND,li1,96.6000,130.5600,0.000317
_1869_,VGND,li1,101.8900,130.5600,0.000330
_1868_,VGND,li1,120.2900,136.0000,0.001128
_1867_,VGND,li1,128.1100,130.5600,0.000399
_1866_,VGND,li1,100.0500,76.1600,0.000236
_1865_,VGND,li1,123.0500,54.4000,0.000246
_1864_,VGND,li1,120.7500,54.4000,0.000243
_1863_,VGND,li1,123.5100,48.9600,0.000266
_1862_,VGND,li1,124.6600,54.4000,0.000246
_1861_,VGND,li1,118.2200,54.4000,0.000238
_1860_,VGND,li1,117.3000,54.4000,0.000238
_1859_,VGND,li1,127.1900,54.4000,0.000250
_1858_,VGND,li1,124.8900,48.9600,0.000266
_1857_,VGND,li1,129.9500,54.4000,0.000254
_1856_,VGND,li1,131.1000,54.4000,0.000257
_1855_,VGND,li1,139.6100,54.4000,0.000268
_1854_,VGND,li1,136.1600,54.4000,0.000263
_1853_,VGND,li1,133.8600,48.9600,0.000276
_1852_,VGND,li1,137.7700,48.9600,0.000278
_1851_,VGND,li1,136.3900,48.9600,0.000278
_1850_,VGND,li1,138.6900,48.9600,0.000280
_1849_,VGND,li1,136.1600,43.5200,0.000232
_1848_,VGND,li1,152.4900,119.6800,0.000256
_1847_,VGND,li1,115.9200,48.9600,0.000256
_1846_,VGND,li1,69.2300,65.2800,0.000220
_1845_,VGND,li1,71.9900,119.6800,0.000155
_1844_,VGND,li1,69.9200,125.1200,0.000225
_1843_,VGND,li1,79.8100,125.1200,0.000259
_1842_,VGND,li1,113.3900,125.1200,0.000356
_1841_,VGND,li1,123.9700,125.1200,0.000382
_1840_,VGND,li1,68.5400,119.6800,0.000147
_1839_,VGND,li1,113.1600,48.9600,0.000252
_1838_,VGND,li1,119.8300,43.5200,0.000216
_1837_,VGND,li1,118.4500,43.5200,0.000216
_1836_,VGND,li1,113.1600,43.5200,0.000210
_1835_,VGND,li1,116.1500,43.5200,0.000214
_1834_,VGND,li1,122.5900,43.5200,0.000219
_1833_,VGND,li1,124.6600,48.9600,0.000266
_1832_,VGND,li1,129.7200,43.5200,0.000228
_1831_,VGND,li1,125.3500,43.5200,0.000224
_1830_,VGND,li1,138.6900,43.5200,0.000235
_1829_,VGND,li1,140.5300,43.5200,0.000238
_1828_,VGND,li1,133.1700,43.5200,0.000230
_1827_,VGND,li1,134.7800,38.0800,0.000163
_1826_,VGND,li1,136.3900,38.0800,0.000165
_1825_,VGND,li1,138.6900,38.0800,0.000166
_1824_,VGND,li1,129.2600,38.0800,0.000162
_1823_,VGND,li1,149.7300,103.3600,0.000378
_1822_,VGND,li1,116.8400,97.9200,0.000201
_1821_,VGND,li1,120.7500,65.2800,0.000314
_1820_,VGND,li1,110.6300,65.2800,0.000305
_1819_,VGND,li1,117.0700,65.2800,0.000311
_1818_,VGND,li1,114.7700,59.8400,0.000358
_1817_,VGND,li1,116.6100,65.2800,0.000311
_1816_,VGND,li1,112.7000,54.4000,0.000231
_1815_,VGND,li1,117.0700,59.8400,0.000362
_1814_,VGND,li1,112.4700,59.8400,0.000353
_1813_,VGND,li1,117.0700,59.8400,0.000362
_1812_,VGND,li1,103.9600,103.3600,0.000287
_1811_,VGND,li1,102.3500,108.8000,0.000346
_1810_,VGND,li1,107.4100,114.2400,0.000181
_1809_,VGND,li1,107.8700,130.5600,0.000350
_1808_,VGND,li1,113.8500,136.0000,0.001063
_1807_,VGND,li1,123.9700,136.0000,0.001156
_1806_,VGND,li1,79.1200,103.3600,0.000219
_1805_,VGND,li1,123.2800,38.0800,0.000158
_1804_,VGND,li1,123.7400,38.0800,0.000158
_1803_,VGND,li1,130.8700,32.6400,0.000223
_1802_,VGND,li1,126.5000,32.6400,0.000218
_1801_,VGND,li1,126.9600,32.6400,0.000218
_1800_,VGND,li1,129.0300,32.6400,0.000220
_1799_,VGND,li1,126.2700,27.2000,0.000108
_1798_,VGND,li1,128.5700,27.2000,0.000109
_1797_,VGND,li1,125.5800,21.7600,0.000103
_1796_,VGND,li1,141.9100,97.9200,0.000216
_1795_,VGND,li1,111.7800,97.9200,0.000196
_1794_,VGND,li1,140.7600,32.6400,0.000234
_1793_,VGND,li1,136.8500,32.6400,0.000231
_1792_,VGND,li1,140.0700,27.2000,0.000112
_1791_,VGND,li1,136.6200,27.2000,0.000111
_1790_,VGND,li1,135.4700,27.2000,0.000111
_1789_,VGND,li1,134.0900,27.2000,0.000111
_1788_,VGND,li1,76.8200,97.9200,0.000149
_1787_,VGND,li1,74.7500,97.9200,0.000146
_1786_,VGND,li1,63.7100,97.9200,0.000127
_1785_,VGND,li1,106.0300,119.6800,0.000213
_1784_,VGND,li1,111.0900,130.5600,0.000360
_1783_,VGND,li1,119.3700,130.5600,0.000380
_1782_,VGND,li1,129.0300,21.7600,0.000106
_1781_,VGND,li1,126.0400,21.7600,0.000104
_1780_,VGND,li1,123.9700,16.3200,0.000080
_1779_,VGND,li1,130.1800,21.7600,0.000106
_1778_,VGND,li1,132.9400,21.7600,0.000107
_1777_,VGND,li1,134.0900,16.3200,0.000080
_1776_,VGND,li1,136.3900,21.7600,0.000108
_1775_,VGND,li1,138.6900,21.7600,0.000109
_1774_,VGND,li1,118.2200,16.3200,0.000079
_1773_,VGND,li1,151.5700,103.3600,0.000378
_1772_,VGND,li1,115.9200,81.6000,0.000267
_1771_,VGND,li1,115.4600,32.6400,0.000203
_1770_,VGND,li1,118.9100,32.6400,0.000208
_1769_,VGND,li1,118.2200,27.2000,0.000105
_1768_,VGND,li1,120.2900,27.2000,0.000106
_1767_,VGND,li1,117.9900,27.2000,0.000105
_1766_,VGND,li1,120.7500,27.2000,0.000106
_1765_,VGND,li1,69.9200,81.6000,0.000174
_1764_,VGND,li1,60.9500,114.2400,0.000111
_1763_,VGND,li1,60.7200,119.6800,0.000128
_1762_,VGND,li1,96.8300,125.1200,0.000308
_1761_,VGND,li1,98.6700,136.0000,0.000908
_1760_,VGND,li1,108.3300,136.0000,0.001015
_1759_,VGND,li1,117.9900,136.0000,0.001096
_1758_,VGND,li1,115.9200,38.0800,0.000154
_1757_,VGND,li1,118.6800,38.0800,0.000155
_1756_,VGND,li1,116.1500,21.7600,0.000098
_1755_,VGND,li1,120.2900,16.3200,0.000080
_1754_,VGND,li1,120.2900,16.3200,0.000080
_1753_,VGND,li1,115.0000,16.3200,0.000079
_1752_,VGND,li1,117.5300,16.3200,0.000079
_1751_,VGND,li1,122.1300,16.3200,0.000080
_1750_,VGND,li1,109.9400,16.3200,0.000078
_1749_,VGND,li1,108.5600,70.7200,0.000400
_1748_,VGND,li1,72.2200,108.8000,0.000251
_1747_,VGND,li1,80.2700,103.3600,0.000219
_1746_,VGND,li1,75.2100,108.8000,0.000261
_1745_,VGND,li1,67.1600,108.8000,0.000232
_1744_,VGND,li1,76.1300,125.1200,0.000242
_1743_,VGND,li1,83.4900,125.1200,0.000269
_1742_,VGND,li1,115.2300,130.5600,0.000370
_1741_,VGND,li1,109.7100,43.5200,0.000205
_1740_,VGND,li1,111.0900,38.0800,0.000150
_1739_,VGND,li1,105.1100,38.0800,0.000146
_1738_,VGND,li1,107.1800,38.0800,0.000148
_1737_,VGND,li1,110.6300,32.6400,0.000197
_1736_,VGND,li1,106.9500,32.6400,0.000191
_1735_,VGND,li1,106.9500,32.6400,0.000191
_1734_,VGND,li1,109.7100,32.6400,0.000194
_1733_,VGND,li1,110.1700,27.2000,0.000100
_1732_,VGND,li1,109.0200,21.7600,0.000094
_1731_,VGND,li1,110.6300,16.3200,0.000078
_1730_,VGND,li1,112.7000,21.7600,0.000097
_1729_,VGND,li1,110.4000,21.7600,0.000095
_1728_,VGND,li1,112.9300,16.3200,0.000079
_1727_,VGND,li1,108.1000,27.2000,0.000099
